N (kg/ha),P (kg/ha),K (kg/ha),Temp (°C),Humidity (%),pH,Rainfall (mm),label,guide
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
99,40,32,24.18471151,69.94807345,7.045543056,163.2708732,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
95,37,35,27.31317116,68.4233391,6.348337519,192.4288139,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
93,26,27,24.59245684,56.46829641,7.288211994,137.7044047,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,coffee,"Coffee cultivation begins with land preparation. Clear the field of weeds and loosen the soil by deep ploughing. Dig 45 cm square pits, spaced 2 m apart for Arabica and 2.5 m for Robusta. The best time to plant is during the monsoon from June to August for adequate moisture. Select healthy seedlings that are 6 to 12 months old. Fill each pit with a mix of topsoil and 1 to 2 kg of well-rotted farmyard manure, optionally adding neem cake or Trichoderma to prevent root diseases. Provide shade for young plants with temporary covers or fast-growing trees like Silver Oak. Mulch with dry leaves or grass to conserve moisture and water during dry periods. Regularly weed, prune, and remove unwanted shoots, and adjust shade as needed. Fertilize based on soil tests, using about 40:30:40 kg/ha for Arabica and 80:40:80 kg/ha for Robusta in split doses. Coffee plants bear fruit 2.5 to 3 years after planting, with peak production around the fifth year. Harvest berries when they turn bright red, from November to January, then pulp, ferment, dry, and cure them for quality coffee."
